final,initial,genes,values,initial_label,final_label
200954175,201218358,FCGR,0,M2b,M1
200954175,201218358,GMCSF_e,0,M2b,M1
200954175,201218358,STAT5,0,M2b,M1
200954175,201218358,STAT1,1,M2b,M1
200954175,201218358,STAT3_IL10,1,M2b,M1
201218358,200954175,STAT1,0,M1,M2b
201218358,200954175,IFNG_e,0,M1,M2b
203275776,202978827,STAT1,0,M1,M2a
203275776,202978827,IFNG_e,0,M1,M2a
205372932,205075983,STAT1,0,M1,M2a
205372932,205075983,IFNG_e,0,M1,M2a
207470080,207173131,STAT1,0,M1,M2a
207470080,207173131,IFNG_e,0,M1,M2a
209260607,209656118,STAT1,1,M2b*,M1
209260607,209475638,STAT1,1,M2b*,M1
209260607,209525046,STAT1,1,M2b*,M1
209260607,209672502,STAT1,1,M2b*,M1
209260607,209541430,STAT1,1,M2b*,M1
209260607,209606710,STAT1,1,M2b*,M1
209260607,209459254,STAT1,1,M2b*,M1
209260607,209590326,STAT1,1,M2b*,M1
209270303,209525046,STAT3_IL10,1,M2b*,M1
209270303,209534484,STAT6,0,M2,M1
209270303,209525046,STAT5,0,M2b*,M1
209270303,209541430,FCGR,0,M2b*,M1
209270303,209672502,IC_e,0,M2b*,M1
209270303,209459254,GMCSF_e,0,M2b*,M1
209270303,209459254,STAT5,0,M2b*,M1
209270303,209606710,IC_e,0,M2b*,M1
209270303,209606710,IL1B_e,0,M2b*,M1
209270303,209606710,SOCS1,0,M2b*,M1
209270303,209534484,IL4_e,0,M2,M1
209270303,209475638,STAT5,0,M2b*,M1
209270303,209672502,IL1B_e,0,M2b*,M1
209270303,209656118,STAT5,0,M2b*,M1
209270303,209656118,STAT3_IL10,1,M2b*,M1
209270303,209590326,IC_e,0,M2b*,M1
209270303,209590326,IL1B_e,0,M2b*,M1
209270303,209590326,SOCS1,0,M2b*,M1
209270303,209590326,STAT5,0,M2b*,M1
209270303,209672502,FCGR,0,M2b*,M1
209270303,209672502,GMCSF_e,0,M2b*,M1
209270303,209656118,IL1B_e,0,M2b*,M1
209270303,209534486,STAT1,1,M2,M1
209270303,209541430,IL1B_e,0,M2b*,M1
209270303,209541430,GMCSF_e,0,M2b*,M1
209270303,209541430,IC_e,0,M2b*,M1
209270303,209475638,IC_e,0,M2b*,M1
209270303,209475638,IL1B_e,0,M2b*,M1
209270303,209475638,FCGR,0,M2b*,M1
209270303,209475638,GMCSF_e,0,M2b*,M1
209270303,209656118,SOCS1,0,M2b*,M1
209270303,209475638,SOCS1,0,M2b*,M1
209270303,209672502,STAT3_IL10,1,M2b*,M1
209270303,209541430,STAT3_IL10,1,M2b*,M1
209270303,209459254,SOCS1,0,M2b*,M1
209270303,209606710,FCGR,0,M2b*,M1
209270303,209656118,IC_e,0,M2b*,M1
209270303,209525046,GMCSF_e,0,M2b*,M1
209270303,209525046,SOCS1,0,M2b*,M1
209270303,209541430,STAT5,0,M2b*,M1
209270303,209656118,GMCSF_e,0,M2b*,M1
209459254,209260607,IFNG_e,0,M1,M2b*
209459254,209260607,STAT1,0,M1,M2b*
209534486,209270303,IFNG_e,0,M1,M2
209534486,209270303,STAT1,0,M1,M2
211664512,211367563,STAT1,0,M1,M2a
211664512,211367563,IFNG_e,0,M1,M2a
213761668,213464719,STAT1,0,M1,M2a
213761668,213464719,IFNG_e,0,M1,M2a
215552059,215947570,STAT1,1,M2b*,M1
215552059,215767090,STAT1,1,M2b*,M1
215552059,215816498,STAT1,1,M2b*,M1
215552059,215963954,STAT1,1,M2b*,M1
215552059,215832882,STAT1,1,M2b*,M1
215552059,215898162,STAT1,1,M2b*,M1
215552059,215750706,STAT1,1,M2b*,M1
215552059,215881778,STAT1,1,M2b*,M1
215561755,215816498,STAT3_IL10,1,M2b*,M1
215561755,215825936,STAT6,0,M2,M1
215561755,215816498,STAT5,0,M2b*,M1
215561755,215832882,FCGR,0,M2b*,M1
215561755,215963954,IC_e,0,M2b*,M1
215561755,215750706,GMCSF_e,0,M2b*,M1
215561755,215750706,STAT5,0,M2b*,M1
215561755,215898162,IC_e,0,M2b*,M1
215561755,215898162,LPS_e,0,M2b*,M1
215561755,215898162,SOCS1,0,M2b*,M1
215561755,215825936,IL4_e,0,M2,M1
215561755,215767090,STAT5,0,M2b*,M1
215561755,215963954,LPS_e,0,M2b*,M1
215561755,215947570,STAT5,0,M2b*,M1
215561755,215947570,STAT3_IL10,1,M2b*,M1
215561755,215881778,IC_e,0,M2b*,M1
215561755,215881778,LPS_e,0,M2b*,M1
215561755,215881778,SOCS1,0,M2b*,M1
215561755,215881778,STAT5,0,M2b*,M1
215561755,215963954,FCGR,0,M2b*,M1
215561755,215963954,GMCSF_e,0,M2b*,M1
215561755,215947570,LPS_e,0,M2b*,M1
215561755,215825938,STAT1,1,M2,M1
215561755,215832882,LPS_e,0,M2b*,M1
215561755,215832882,GMCSF_e,0,M2b*,M1
215561755,215832882,IC_e,0,M2b*,M1
215561755,215767090,IC_e,0,M2b*,M1
215561755,215767090,LPS_e,0,M2b*,M1
215561755,215767090,FCGR,0,M2b*,M1
215561755,215767090,GMCSF_e,0,M2b*,M1
215561755,215947570,SOCS1,0,M2b*,M1
215561755,215767090,SOCS1,0,M2b*,M1
215561755,215963954,STAT3_IL10,1,M2b*,M1
215561755,215832882,STAT3_IL10,1,M2b*,M1
215561755,215750706,SOCS1,0,M2b*,M1
215561755,215898162,FCGR,0,M2b*,M1
215561755,215947570,IC_e,0,M2b*,M1
215561755,215816498,GMCSF_e,0,M2b*,M1
215561755,215816498,SOCS1,0,M2b*,M1
215561755,215832882,STAT5,0,M2b*,M1
215561755,215947570,GMCSF_e,0,M2b*,M1
215750706,215552059,IFNG_e,0,M1,M2b*
215750706,215552059,STAT1,0,M1,M2b*
215825938,215561755,IFNG_e,0,M1,M2
215825938,215561755,STAT1,0,M1,M2
217649215,218044726,STAT1,1,M2b*,M1
217649215,217864246,STAT1,1,M2b*,M1
217649215,217913654,STAT1,1,M2b*,M1
217649215,218061110,STAT1,1,M2b*,M1
217649215,217930038,STAT1,1,M2b*,M1
217649215,217995318,STAT1,1,M2b*,M1
217649215,217847862,STAT1,1,M2b*,M1
217649215,217978934,STAT1,1,M2b*,M1
217658911,217913654,STAT3_IL10,1,M2b*,M1
217658911,217923092,STAT6,0,M2,M1
217658911,217913654,STAT5,0,M2b*,M1
217658911,217930038,FCGR,0,M2b*,M1
217658911,218061110,IC_e,0,M2b*,M1
217658911,217847862,GMCSF_e,0,M2b*,M1
217658911,217847862,STAT5,0,M2b*,M1
217658911,217995318,IC_e,0,M2b*,M1
217658911,217995318,SOCS1,0,M2b*,M1
217658911,217923092,IL4_e,0,M2,M1
217658911,218044726,STAT3_IL10,1,M2b*,M1
217658911,218061110,STAT3_IL10,1,M2b*,M1
217658911,218044726,STAT5,0,M2b*,M1
217658911,217978934,STAT5,0,M2b*,M1
217658911,217978934,IC_e,0,M2b*,M1
217658911,217978934,SOCS1,0,M2b*,M1
217658911,218061110,FCGR,0,M2b*,M1
217658911,217864246,FCGR,0,M2b*,M1
217658911,217864246,IC_e,0,M2b*,M1
217658911,217930038,STAT3_IL10,1,M2b*,M1
217658911,218061110,GMCSF_e,0,M2b*,M1
217658911,218044726,SOCS1,0,M2b*,M1
217658911,217923094,STAT1,1,M2,M1
217658911,217930038,GMCSF_e,0,M2b*,M1
217658911,217930038,IC_e,0,M2b*,M1
217658911,217930038,STAT5,0,M2b*,M1
217658911,217864246,SOCS1,0,M2b*,M1
217658911,217995318,FCGR,0,M2b*,M1
217658911,217864246,GMCSF_e,0,M2b*,M1
217658911,218044726,IC_e,0,M2b*,M1
217658911,217864246,STAT5,0,M2b*,M1
217658911,217913654,SOCS1,0,M2b*,M1
217658911,217847862,SOCS1,0,M2b*,M1
217658911,218044726,GMCSF_e,0,M2b*,M1
217658911,217913654,GMCSF_e,0,M2b*,M1
217847862,217649215,STAT1,0,M1,M2b*
217847862,217649215,IFNG_e,0,M1,M2b*
217923094,217658911,STAT1,0,M1,M2
217923094,217658911,IFNG_e,0,M1,M2
220052992,219756043,STAT1,0,M1,M2a
220052992,219756043,IFNG_e,0,M1,M2a
222150148,221853199,STAT1,0,M1,M2a
222150148,221853199,IFNG_e,0,M1,M2a
224247296,223950347,STAT1,0,M1,M2a
224247296,223950347,IFNG_e,0,M1,M2a
226037823,226433334,STAT1,1,M2b*,M1
226037823,226252854,STAT1,1,M2b*,M1
226037823,226302262,STAT1,1,M2b*,M1
226037823,226449718,STAT1,1,M2b*,M1
226037823,226318646,STAT1,1,M2b*,M1
226037823,226383926,STAT1,1,M2b*,M1
226037823,226236470,STAT1,1,M2b*,M1
226037823,226367542,STAT1,1,M2b*,M1
226047519,226302262,STAT3_IL10,1,M2b*,M1
226047519,226311700,STAT6,0,M2,M1
226047519,226302262,STAT5,0,M2b*,M1
226047519,226318646,FCGR,0,M2b*,M1
226047519,226449718,IC_e,0,M2b*,M1
226047519,226236470,GMCSF_e,0,M2b*,M1
226047519,226236470,STAT5,0,M2b*,M1
226047519,226383926,IC_e,0,M2b*,M1
226047519,226383926,IL1B_e,0,M2b*,M1
226047519,226383926,SOCS1,0,M2b*,M1
226047519,226311700,IL4_e,0,M2,M1
226047519,226252854,STAT5,0,M2b*,M1
226047519,226449718,IL1B_e,0,M2b*,M1
226047519,226433334,STAT5,0,M2b*,M1
226047519,226433334,STAT3_IL10,1,M2b*,M1
226047519,226367542,IC_e,0,M2b*,M1
226047519,226367542,IL1B_e,0,M2b*,M1
226047519,226367542,SOCS1,0,M2b*,M1
226047519,226367542,STAT5,0,M2b*,M1
226047519,226449718,FCGR,0,M2b*,M1
226047519,226449718,GMCSF_e,0,M2b*,M1
226047519,226433334,IL1B_e,0,M2b*,M1
226047519,226311702,STAT1,1,M2,M1
226047519,226318646,IL1B_e,0,M2b*,M1
226047519,226318646,GMCSF_e,0,M2b*,M1
226047519,226318646,IC_e,0,M2b*,M1
226047519,226252854,IC_e,0,M2b*,M1
226047519,226252854,IL1B_e,0,M2b*,M1
226047519,226252854,FCGR,0,M2b*,M1
226047519,226252854,GMCSF_e,0,M2b*,M1
226047519,226433334,SOCS1,0,M2b*,M1
226047519,226252854,SOCS1,0,M2b*,M1
226047519,226449718,STAT3_IL10,1,M2b*,M1
226047519,226318646,STAT3_IL10,1,M2b*,M1
226047519,226236470,SOCS1,0,M2b*,M1
226047519,226383926,FCGR,0,M2b*,M1
226047519,226433334,IC_e,0,M2b*,M1
226047519,226302262,GMCSF_e,0,M2b*,M1
226047519,226302262,SOCS1,0,M2b*,M1
226047519,226318646,STAT5,0,M2b*,M1
226047519,226433334,GMCSF_e,0,M2b*,M1
226236470,226037823,IFNG_e,0,M1,M2b*
226236470,226037823,STAT1,0,M1,M2b*
226311702,226047519,IFNG_e,0,M1,M2
226311702,226047519,STAT1,0,M1,M2
228069602,228135083,IFNG_e,0,M1,M2*
228069602,228135083,STAT1,0,M1,M2*
228135083,228069602,STAT1,1,M2*,M1
228135083,228135394,STAT1,1,M2*,M1
228135083,228085986,STAT1,1,M2*,M1
228135083,228200674,STAT1,1,M2*,M1
228135083,228151778,STAT1,1,M2*,M1
228135083,228282850,STAT1,1,M2*,M1
228135083,228266466,STAT1,1,M2*,M1
228135083,228217058,STAT1,1,M2*,M1
228144779,228069602,GMCSF_e,0,M2*,M1
228144779,228085986,STAT5,0,M2*,M1
228144779,228069602,SOCS1,0,M2*,M1
228144779,228151778,STAT5,0,M2*,M1
228144779,228200674,STAT5,0,M2*,M1
228144779,228151778,GMCSF_e,0,M2*,M1
228144779,228200674,SOCS1,0,M2*,M1
228144779,228069602,STAT5,0,M2*,M1
228144779,228085986,SOCS1,0,M2*,M1
228144779,228085986,GMCSF_e,0,M2*,M1
228144779,228135394,STAT5,0,M2*,M1
228144779,228135394,GMCSF_e,0,M2*,M1
228144779,228135394,SOCS1,0,M2*,M1
228144779,228282850,GMCSF_e,0,M2*,M1
228144779,228266466,STAT5,0,M2*,M1
228144779,228217058,SOCS1,0,M2*,M1
228144779,228266466,GMCSF_e,0,M2*,M1
228144779,228266466,SOCS1,0,M2*,M1
228441792,228144779,STAT1,0,M1,M2
228441792,228144779,IFNG_e,0,M1,M2
230166758,230232239,IFNG_e,0,M1,M2*
230166758,230232239,STAT1,0,M1,M2*
230232239,230166758,STAT1,1,M2*,M1
230232239,230232550,STAT1,1,M2*,M1
230232239,230183142,STAT1,1,M2*,M1
230232239,230297830,STAT1,1,M2*,M1
230232239,230248934,STAT1,1,M2*,M1
230232239,230380006,STAT1,1,M2*,M1
230232239,230363622,STAT1,1,M2*,M1
230232239,230314214,STAT1,1,M2*,M1
230241935,230166758,GMCSF_e,0,M2*,M1
230241935,230183142,STAT5,0,M2*,M1
230241935,230166758,SOCS1,0,M2*,M1
230241935,230248934,STAT5,0,M2*,M1
230241935,230297830,STAT5,0,M2*,M1
230241935,230248934,GMCSF_e,0,M2*,M1
230241935,230297830,SOCS1,0,M2*,M1
230241935,230166758,STAT5,0,M2*,M1
230241935,230183142,SOCS1,0,M2*,M1
230241935,230183142,GMCSF_e,0,M2*,M1
230241935,230232550,STAT5,0,M2*,M1
230241935,230232550,GMCSF_e,0,M2*,M1
230241935,230232550,SOCS1,0,M2*,M1
230241935,230380006,GMCSF_e,0,M2*,M1
230241935,230363622,STAT5,0,M2*,M1
230241935,230314214,SOCS1,0,M2*,M1
230241935,230363622,GMCSF_e,0,M2*,M1
230241935,230363622,SOCS1,0,M2*,M1
230538948,230241935,STAT1,0,M1,M2
230538948,230241935,IFNG_e,0,M1,M2
232329275,232724786,STAT1,1,M2b*,M1
232329275,232544306,STAT1,1,M2b*,M1
232329275,232593714,STAT1,1,M2b*,M1
232329275,232741170,STAT1,1,M2b*,M1
232329275,232610098,STAT1,1,M2b*,M1
232329275,232675378,STAT1,1,M2b*,M1
232329275,232527922,STAT1,1,M2b*,M1
232329275,232658994,STAT1,1,M2b*,M1
232338971,232593714,STAT3_IL10,1,M2b*,M1
232338971,232603152,STAT6,0,M2,M1
232338971,232593714,STAT5,0,M2b*,M1
232338971,232610098,FCGR,0,M2b*,M1
232338971,232741170,IC_e,0,M2b*,M1
232338971,232527922,GMCSF_e,0,M2b*,M1
232338971,232527922,STAT5,0,M2b*,M1
232338971,232675378,IC_e,0,M2b*,M1
232338971,232675378,LPS_e,0,M2b*,M1
232338971,232675378,SOCS1,0,M2b*,M1
232338971,232603152,IL4_e,0,M2,M1
232338971,232544306,STAT5,0,M2b*,M1
232338971,232741170,LPS_e,0,M2b*,M1
232338971,232724786,STAT5,0,M2b*,M1
232338971,232724786,STAT3_IL10,1,M2b*,M1
232338971,232658994,IC_e,0,M2b*,M1
232338971,232658994,LPS_e,0,M2b*,M1
232338971,232658994,SOCS1,0,M2b*,M1
232338971,232658994,STAT5,0,M2b*,M1
232338971,232741170,FCGR,0,M2b*,M1
232338971,232741170,GMCSF_e,0,M2b*,M1
232338971,232724786,LPS_e,0,M2b*,M1
232338971,232603154,STAT1,1,M2,M1
232338971,232610098,LPS_e,0,M2b*,M1
232338971,232610098,GMCSF_e,0,M2b*,M1
232338971,232610098,IC_e,0,M2b*,M1
232338971,232544306,IC_e,0,M2b*,M1
232338971,232544306,LPS_e,0,M2b*,M1
232338971,232544306,FCGR,0,M2b*,M1
232338971,232544306,GMCSF_e,0,M2b*,M1
232338971,232724786,SOCS1,0,M2b*,M1
232338971,232544306,SOCS1,0,M2b*,M1
232338971,232741170,STAT3_IL10,1,M2b*,M1
232338971,232610098,STAT3_IL10,1,M2b*,M1
232338971,232527922,SOCS1,0,M2b*,M1
232338971,232675378,FCGR,0,M2b*,M1
232338971,232724786,IC_e,0,M2b*,M1
232338971,232593714,GMCSF_e,0,M2b*,M1
232338971,232593714,SOCS1,0,M2b*,M1
232338971,232610098,STAT5,0,M2b*,M1
232338971,232724786,GMCSF_e,0,M2b*,M1
232527922,232329275,IFNG_e,0,M1,M2b*
232527922,232329275,STAT1,0,M1,M2b*
232603154,232338971,IFNG_e,0,M1,M2
232603154,232338971,STAT1,0,M1,M2
234426431,234821942,STAT1,1,M2b*,M1
234426431,234641462,STAT1,1,M2b*,M1
234426431,234690870,STAT1,1,M2b*,M1
234426431,234838326,STAT1,1,M2b*,M1
234426431,234707254,STAT1,1,M2b*,M1
234426431,234772534,STAT1,1,M2b*,M1
234426431,234625078,STAT1,1,M2b*,M1
234426431,234756150,STAT1,1,M2b*,M1
234436127,234690870,STAT3_IL10,1,M2b*,M1
234436127,234700308,STAT6,0,M2,M1
234436127,234690870,STAT5,0,M2b*,M1
234436127,234707254,FCGR,0,M2b*,M1
234436127,234838326,IC_e,0,M2b*,M1
234436127,234625078,GMCSF_e,0,M2b*,M1
234436127,234625078,STAT5,0,M2b*,M1
234436127,234772534,IC_e,0,M2b*,M1
234436127,234772534,SOCS1,0,M2b*,M1
234436127,234700308,IL4_e,0,M2,M1
234436127,234821942,STAT3_IL10,1,M2b*,M1
234436127,234838326,STAT3_IL10,1,M2b*,M1
234436127,234821942,STAT5,0,M2b*,M1
234436127,234756150,STAT5,0,M2b*,M1
234436127,234756150,IC_e,0,M2b*,M1
234436127,234756150,SOCS1,0,M2b*,M1
234436127,234838326,FCGR,0,M2b*,M1
234436127,234641462,FCGR,0,M2b*,M1
234436127,234641462,IC_e,0,M2b*,M1
234436127,234707254,STAT3_IL10,1,M2b*,M1
234436127,234838326,GMCSF_e,0,M2b*,M1
234436127,234821942,SOCS1,0,M2b*,M1
234436127,234700310,STAT1,1,M2,M1
234436127,234707254,GMCSF_e,0,M2b*,M1
234436127,234707254,IC_e,0,M2b*,M1
234436127,234707254,STAT5,0,M2b*,M1
234436127,234641462,SOCS1,0,M2b*,M1
234436127,234772534,FCGR,0,M2b*,M1
234436127,234641462,GMCSF_e,0,M2b*,M1
234436127,234821942,IC_e,0,M2b*,M1
234436127,234641462,STAT5,0,M2b*,M1
234436127,234690870,SOCS1,0,M2b*,M1
234436127,234625078,SOCS1,0,M2b*,M1
234436127,234821942,GMCSF_e,0,M2b*,M1
234436127,234690870,GMCSF_e,0,M2b*,M1
234625078,234426431,STAT1,0,M1,M2b*
234625078,234426431,IFNG_e,0,M1,M2b*
234700310,234436127,STAT1,0,M1,M2
234700310,234436127,IFNG_e,0,M1,M2
236912128,236615179,IFNG_e,0,M1,M2a
236912128,236615179,STAT1,0,M1,M2a
239009284,238712335,IFNG_e,0,M1,M2a
239009284,238712335,STAT1,0,M1,M2a
241106432,240809483,IFNG_e,0,M1,M2a
241106432,240809483,STAT1,0,M1,M2a
242897215,243161398,STAT1,1,M2b,M1
242906655,243161398,STAT3_IL10,1,M2b,M1
242906655,243161398,STAT5,0,M2b,M1
242906655,243161398,IC_e,0,M2b,M1
242906655,243161398,GMCSF_e,0,M2b,M1
242906655,243170836,STAT6,0,M2,M1
242906655,243161398,IL1B_e,0,M2b,M1
242906655,243161398,FCGR,0,M2b,M1
242906655,243170838,STAT1,1,M2,M1
242906655,243170836,SOCS1,0,M2,M1
242906655,243161398,SOCS1,0,M2b,M1
242906655,243170838,SOCS1,0,M2,M1
242906655,243170836,IL4_e,0,M2,M1
243161398,242897215,STAT1,0,M1,M2b
243161398,242897215,IFNG_e,0,M1,M2b
243170838,242906655,IFNG_e,0,M1,M2
243170838,242906655,STAT1,0,M1,M2
245300864,245003915,IFNG_e,0,M1,M2a
245300864,245003915,STAT1,0,M1,M2a
247398020,247101071,IFNG_e,0,M1,M2a
247398020,247101071,STAT1,0,M1,M2a
249188667,249452850,STAT1,1,M2b,M1
249198107,249452850,STAT3_IL10,1,M2b,M1
249198107,249452850,STAT5,0,M2b,M1
249198107,249452850,IC_e,0,M2b,M1
249198107,249452850,GMCSF_e,0,M2b,M1
249198107,249462288,STAT6,0,M2,M1
249198107,249452850,LPS_e,0,M2b,M1
249198107,249452850,FCGR,0,M2b,M1
249198107,249462290,STAT1,1,M2,M1
249198107,249462288,SOCS1,0,M2,M1
249198107,249452850,SOCS1,0,M2b,M1
249198107,249462290,SOCS1,0,M2,M1
249198107,249462288,IL4_e,0,M2,M1
249452850,249188667,STAT1,0,M1,M2b
249452850,249188667,IFNG_e,0,M1,M2b
249462290,249198107,IFNG_e,0,M1,M2
249462290,249198107,STAT1,0,M1,M2
251285823,251550006,STAT1,1,M2b,M1
251295263,251550006,STAT5,0,M2b,M1
251295263,251550006,GMCSF_e,0,M2b,M1
251295263,251550006,IC_e,0,M2b,M1
251295263,251559446,STAT1,1,M2,M1
251295263,251559444,STAT6,0,M2,M1
251295263,251550006,SOCS1,0,M2b,M1
251295263,251550006,FCGR,0,M2b,M1
251295263,251559446,SOCS1,0,M2,M1
251295263,251559444,SOCS1,0,M2,M1
251295263,251550006,STAT3_IL10,1,M2b,M1
251295263,251559444,IL4_e,0,M2,M1
251550006,251285823,STAT1,0,M1,M2b
251550006,251285823,IFNG_e,0,M1,M2b
251559446,251295263,IFNG_e,0,M1,M2
251559446,251295263,STAT1,0,M1,M2
253689344,253392395,IFNG_e,0,M1,M2a
253689344,253392395,STAT1,0,M1,M2a
255786500,255489551,IFNG_e,0,M1,M2a
255786500,255489551,STAT1,0,M1,M2a
257883648,257586699,IFNG_e,0,M1,M2a
257883648,257586699,STAT1,0,M1,M2a
259674431,259938614,STAT1,1,M2b,M1
259683871,259938614,STAT3_IL10,1,M2b,M1
259683871,259938614,STAT5,0,M2b,M1
259683871,259938614,IC_e,0,M2b,M1
259683871,259938614,GMCSF_e,0,M2b,M1
259683871,259948052,STAT6,0,M2,M1
259683871,259938614,IL1B_e,0,M2b,M1
259683871,259938614,FCGR,0,M2b,M1
259683871,259948054,STAT1,1,M2,M1
259683871,259948052,SOCS1,0,M2,M1
259683871,259938614,SOCS1,0,M2b,M1
259683871,259948054,SOCS1,0,M2,M1
259683871,259948052,IL4_e,0,M2,M1
259938614,259674431,STAT1,0,M1,M2b
259938614,259674431,IFNG_e,0,M1,M2b
259948054,259683871,IFNG_e,0,M1,M2
259948054,259683871,STAT1,0,M1,M2
261771691,261771746,STAT1,1,M2,M1
261771746,261771691,IFNG_e,0,M1,M2
261771746,261771691,STAT1,0,M1,M2
261781131,261771746,SOCS1,0,M2,M1
261781131,261771746,STAT5,0,M2,M1
261781131,261771746,GMCSF_e,0,M2,M1
262078144,261781131,IFNG_e,0,M1,M2
262078144,261781131,STAT1,0,M1,M2
263868847,263868902,STAT1,1,M2,M1
263868902,263868847,IFNG_e,0,M1,M2
263868902,263868847,STAT1,0,M1,M2
263878287,263868902,SOCS1,0,M2,M1
263878287,263868902,STAT5,0,M2,M1
263878287,263868902,GMCSF_e,0,M2,M1
264175300,263878287,IFNG_e,0,M1,M2
264175300,263878287,STAT1,0,M1,M2
265965883,266230066,STAT1,1,M2b,M1
265975323,266230066,STAT3_IL10,1,M2b,M1
265975323,266230066,STAT5,0,M2b,M1
265975323,266230066,IC_e,0,M2b,M1
265975323,266230066,GMCSF_e,0,M2b,M1
265975323,266239504,STAT6,0,M2,M1
265975323,266230066,LPS_e,0,M2b,M1
265975323,266230066,FCGR,0,M2b,M1
265975323,266239506,STAT1,1,M2,M1
265975323,266239504,SOCS1,0,M2,M1
265975323,266230066,SOCS1,0,M2b,M1
265975323,266239506,SOCS1,0,M2,M1
265975323,266239504,IL4_e,0,M2,M1
266230066,265965883,STAT1,0,M1,M2b
266230066,265965883,IFNG_e,0,M1,M2b
266239506,265975323,IFNG_e,0,M1,M2
266239506,265975323,STAT1,0,M1,M2
268063039,268327222,STAT1,1,M2b,M1
268072479,268327222,STAT5,0,M2b,M1
268072479,268327222,GMCSF_e,0,M2b,M1
268072479,268327222,IC_e,0,M2b,M1
268072479,268336662,STAT1,1,M2,M1
268072479,268336660,STAT6,0,M2,M1
268072479,268327222,SOCS1,0,M2b,M1
268072479,268327222,FCGR,0,M2b,M1
268072479,268336662,SOCS1,0,M2,M1
268072479,268336660,SOCS1,0,M2,M1
268072479,268327222,STAT3_IL10,1,M2b,M1
268072479,268336660,IL4_e,0,M2,M1
268327222,268063039,STAT1,0,M1,M2b
268327222,268063039,IFNG_e,0,M1,M2b
268336662,268072479,IFNG_e,0,M1,M2
268336662,268072479,STAT1,0,M1,M2
276568118,276631615,STAT1,0,M1,M2
276568118,276631615,IFNG_e,0,M1,M2
276631615,276568118,GMCSF_e,0,M2,M1
276631615,276568118,IC_e,0,M2,M1
276631615,276568118,FCGR,0,M2,M1
276631615,276568118,STAT1,1,M2,M1
276631615,276568118,STAT3_IL10,1,M2,M1
276631615,276568118,IL1B_e,0,M2,M1
276631615,276568118,SOCS1,0,M2,M1
276631615,276568118,STAT5,0,M2,M1
282859570,282923067,STAT1,0,M1,M2
282859570,282923067,IFNG_e,0,M1,M2
282923067,282859570,GMCSF_e,0,M2,M1
282923067,282859570,IC_e,0,M2,M1
282923067,282859570,FCGR,0,M2,M1
282923067,282859570,STAT1,1,M2,M1
282923067,282859570,STAT3_IL10,1,M2,M1
282923067,282859570,LPS_e,0,M2,M1
282923067,282859570,SOCS1,0,M2,M1
282923067,282859570,STAT5,0,M2,M1
284956726,285020223,IFNG_e,0,M1,M2
284956726,285020223,STAT1,0,M1,M2
285020223,284956726,FCGR,0,M2,M1
285020223,284956726,GMCSF_e,0,M2,M1
285020223,284956726,STAT1,1,M2,M1
285020223,284956726,STAT3_IL10,1,M2,M1
285020223,284956726,IC_e,0,M2,M1
285020223,284956726,SOCS1,0,M2,M1
285020223,284956726,STAT5,0,M2,M1
293345334,293408831,STAT1,0,M1,M2
293345334,293408831,IFNG_e,0,M1,M2
293408831,293345334,GMCSF_e,0,M2,M1
293408831,293345334,IC_e,0,M2,M1
293408831,293345334,FCGR,0,M2,M1
293408831,293345334,STAT1,1,M2,M1
293408831,293345334,STAT3_IL10,1,M2,M1
293408831,293345334,IL1B_e,0,M2,M1
293408831,293345334,SOCS1,0,M2,M1
293408831,293345334,STAT5,0,M2,M1
299636786,299700283,STAT1,0,M1,M2
299636786,299700283,IFNG_e,0,M1,M2
299700283,299636786,GMCSF_e,0,M2,M1
299700283,299636786,IC_e,0,M2,M1
299700283,299636786,FCGR,0,M2,M1
299700283,299636786,STAT1,1,M2,M1
299700283,299636786,STAT3_IL10,1,M2,M1
299700283,299636786,LPS_e,0,M2,M1
299700283,299636786,SOCS1,0,M2,M1
299700283,299636786,STAT5,0,M2,M1
301733942,301797439,IFNG_e,0,M1,M2
301733942,301797439,STAT1,0,M1,M2
301797439,301733942,FCGR,0,M2,M1
301797439,301733942,GMCSF_e,0,M2,M1
301797439,301733942,STAT1,1,M2,M1
301797439,301733942,STAT3_IL10,1,M2,M1
301797439,301733942,IC_e,0,M2,M1
301797439,301733942,SOCS1,0,M2,M1
301797439,301733942,STAT5,0,M2,M1
310120511,310122806,IL1B_e,0,M2b*,M1
310120511,310122550,STAT1,1,M2,M1
310120511,310139190,FCGR,0,M2b*,M1
310120511,310122550,FCGR,0,M2,M1
310120511,310122806,STAT3_IL10,1,M2b*,M1
310120511,310122550,SOCS1,0,M2,M1
310120511,310139190,IL1B_e,0,M2b*,M1
310120511,310122550,IL1B_e,0,M2,M1
310120511,310122806,FCGR,0,M2b*,M1
310120511,310122550,IC_e,0,M2,M1
310120511,310122550,STAT5,0,M2,M1
310120511,310122550,STAT3_IL10,1,M2,M1
310120511,310253878,STAT3_IL10,1,M2b*,M1
310120511,310138934,IL1B_e,0,M2b*,M1
310120511,310122550,GMCSF_e,0,M2,M1
310120511,310138934,IC_e,0,M2b*,M1
310120511,310253622,STAT3_IL10,1,M2b*,M1
310120511,310138934,FCGR,0,M2b*,M1
310120767,310122806,STAT1,1,M2b*,M1*
310120767,310270006,IC_e,0,M2b*,M1*
310120767,310122806,SOCS1,0,M2b*,M1*
310120767,310122806,IC_e,0,M2b*,M1*
