"attractor","state","label"
485,179751044,"M2c"
486,178702468,"M2c"
487,196528324,"M2d"
488,195479748,"M2d"
489,464963780,"M2d"
490,463915204,"M2d"
491,532086468,"M2"
492,531037892,"M2"
493,532610756,"M2"
494,531562180,"M2"
495,264175300,"M2"
496,263126724,"M2"
497,263651012,"M2"
498,262602436,"M2"
499,246873732,"M2a"
500,245825156,"M2a"
501,247398020,"M2a"
502,246349444,"M2a"
503,515833476,"M2a"
504,514784900,"M2a"
505,515309188,"M2a"
506,514260612,"M2a"
507,513212032,"M2a"
508,512163456,"M2a"
509,513736320,"M2a"
510,512687744,"M2a"
511,245300864,"M2a"
512,244252288,"M2a"
513,244776576,"M2a"
514,243728000,"M2a"
515,261553856,"M2"
516,260505280,"M2"
517,262078144,"M2"
518,261029568,"M2"
519,530513600,"M2"
520,529465024,"M2"
521,529989312,"M2"
522,528940736,"M2"
523,495304384,"M2"
524,361086656,"M2"
525,496352960,"M2"
526,362135232,"M2"
527,496877248,"M2"
528,362659520,"M2"
529,495828672,"M2"
530,361610944,"M2"
531,428705984,"M2d"
532,294488256,"M2d"
533,429754560,"M2d"
534,295536832,"M2d"
535,429230272,"M2d"
536,295012544,"M2d"
537,428181696,"M2d"
538,293963968,"M2d"
539,411404416,"M2c"
540,277186688,"M2c"
541,412452992,"M2c"
542,278235264,"M2c"
543,412977280,"M2c"
544,278759552,"M2c"
545,411928704,"M2c"
546,277710976,"M2c"
547,479051392,"M2a"
548,344833664,"M2a"
549,480099968,"M2a"
550,345882240,"M2a"
551,479575680,"M2a"
552,345357952,"M2a"
553,478527104,"M2a"
554,344309376,"M2a"
555,210091648,"M2a"
556,75873920,"M2a"
557,211140224,"M2a"
558,76922496,"M2a"
559,211664512,"M2a"
560,77446784,"M2a"
561,210615936,"M2a"
562,76398208,"M2a"
563,143493248,"M2c"
564,9275520,"M2c"
565,144541824,"M2c"
566,10324096,"M2c"
567,144017536,"M2c"
568,9799808,"M2c"
569,142968960,"M2c"
570,8751232,"M2c"
571,159746240,"M2d"
572,25528512,"M2d"
573,160794816,"M2d"
574,26577088,"M2d"
575,161319104,"M2d"
576,27101376,"M2d"
577,160270528,"M2d"
578,26052800,"M2d"
579,227393216,"M2"
580,93175488,"M2"
581,228441792,"M2"
582,94224064,"M2"
583,227917504,"M2"
584,93699776,"M2"
585,226868928,"M2"
586,92651200,"M2"
587,220577284,"M2a"
588,86359556,"M2a"
589,221625860,"M2a"
590,87408132,"M2a"
591,222150148,"M2a"
592,87932420,"M2a"
593,221101572,"M2a"
594,86883844,"M2a"
595,229490372,"M2"
596,95272644,"M2"
597,230538948,"M2"
598,96321220,"M2"
599,230014660,"M2"
600,95796932,"M2"
601,228966084,"M2"
602,94748356,"M2"
603,161843396,"M2d"
604,27625668,"M2d"
605,162891972,"M2d"
606,28674244,"M2d"
607,163416260,"M2d"
608,29198532,"M2d"
609,162367684,"M2d"
610,28149956,"M2d"
611,145590404,"M2c"
612,11372676,"M2c"
613,146638980,"M2c"
614,12421252,"M2c"
615,146114692,"M2c"
616,11896964,"M2c"
617,145066116,"M2c"
618,10848388,"M2c"
619,212188804,"M2a"
620,77971076,"M2a"
621,213237380,"M2a"
622,79019652,"M2a"
623,213761668,"M2a"
624,79543940,"M2a"
625,212713092,"M2a"
626,78495364,"M2a"
627,204324356,"M2a"
628,70106628,"M2a"
629,205372932,"M2a"
630,71155204,"M2a"
631,204848644,"M2a"
632,70630916,"M2a"
633,203800068,"M2a"
634,69582340,"M2a"
635,472235524,"M2a"
636,338017796,"M2a"
637,473284100,"M2a"
638,339066372,"M2a"
639,473808388,"M2a"
640,339590660,"M2a"
641,472759812,"M2a"
642,338542084,"M2a"
643,481148548,"M2a"
644,346930820,"M2a"
645,482197124,"M2a"
646,347979396,"M2a"
647,481672836,"M2a"
648,347455108,"M2a"
649,480624260,"M2a"
650,346406532,"M2a"
651,413501572,"M2c"
652,279283844,"M2c"
653,414550148,"M2c"
654,280332420,"M2c"
655,415074436,"M2c"
656,280856708,"M2c"
657,414025860,"M2c"
658,279808132,"M2c"
659,430803140,"M2d"
660,296585412,"M2d"
661,431851716,"M2d"
662,297633988,"M2d"
663,431327428,"M2d"
664,297109700,"M2d"
665,430278852,"M2d"
666,296061124,"M2d"
667,489012740,"M2a"
668,354795012,"M2a"
669,490061316,"M2a"
670,355843588,"M2a"
671,490585604,"M2a"
672,356367876,"M2a"
673,489537028,"M2a"
674,355319300,"M2a"
675,497925828,"M2"
676,363708100,"M2"
677,498974404,"M2"
678,364756676,"M2"
679,498450116,"M2"
680,364232388,"M2"
681,497401540,"M2"
682,363183812,"M2"
683,330598596,"M2d"
684,329550020,"M2d"
685,397721284,"M2"
686,396672708,"M2"
687,398245572,"M2"
688,397196996,"M2"
689,389856772,"M2a"
690,388808196,"M2a"
691,389332484,"M2a"
692,388283908,"M2a"
693,372555268,"M2a"
694,371506692,"M2a"
695,373079556,"M2a"
696,372030980,"M2a"
697,381468292,"M2a"
698,380419716,"M2a"
699,380944004,"M2a"
700,379895428,"M2a"
701,313821316,"M2c"
702,312772740,"M2c"
703,45385860,"M2c"
704,44337284,"M2c"
705,112508548,"M2a"
706,111459972,"M2a"
707,113032836,"M2a"
708,111984260,"M2a"
709,104644100,"M2a"
710,103595524,"M2a"
711,104119812,"M2a"
712,103071236,"M2a"
713,120897028,"M2a"
714,119848452,"M2a"
715,121421316,"M2a"
716,120372740,"M2a"
717,129810116,"M2"
718,128761540,"M2"
719,129285828,"M2"
720,128237252,"M2"
721,62163140,"M2d"
722,61114564,"M2d"
723,60065984,"M2d"
724,59017408,"M2d"
725,127188672,"M2"
726,126140096,"M2"
727,127712960,"M2"
728,126664384,"M2"
729,110935680,"M2a"
730,109887104,"M2a"
731,110411392,"M2a"
732,109362816,"M2a"
733,43288704,"M2c"
734,42240128,"M2c"
735,311724160,"M2c"
736,310675584,"M2c"
737,378846848,"M2a"
738,377798272,"M2a"
739,379371136,"M2a"
740,378322560,"M2a"
741,396148416,"M2"
742,395099840,"M2"
743,395624128,"M2"
744,394575552,"M2"
745,328501440,"M2d"
746,327452864,"M2d"
747,298059824,"M2"
748,331614256,"M2"
749,29624368,"M2"
750,63178800,"M2"
751,30672946,"M2"
752,64227378,"M2"
753,299108402,"M2"
754,332662834,"M2"
755,301205558,"M2"
756,334759990,"M2"
757,32770102,"M2"
758,66324534,"M2"
759,175524150,"M2b"
760,41306422,"M2b"
761,183912758,"M2b"
762,49695030,"M2b"
763,200689974,"M2b"
764,66472246,"M2b"
765,192301366,"M2b"
766,58083638,"M2b"
767,469125430,"M2b"
768,334907702,"M2b"
769,467028274,"M2b"
770,332810546,"M2b"
771,198592818,"M2b"
772,64375090,"M2b"
773,181815602,"M2b"
774,47597874,"M2b"
775,180767024,"M2b"
776,46549296,"M2b"
777,197544240,"M2b"
778,63326512,"M2b"
779,465979696,"M2b"
780,331761968,"M2b"
781,468076852,"M2b"
782,333859124,"M2b"
783,199641396,"M2b"
784,65423668,"M2b"
785,191252788,"M2b"
786,57035060,"M2b"
787,174475572,"M2b"
788,40257844,"M2b"
789,182864180,"M2b"
790,48646452,"M2b"
791,178930093,"M1"
792,44712365,"M1"
793,178405796,"il6"
794,44188068,"il6"
795,195183076,"M2"
796,60965348,"M2"
797,195707309,"M1"
798,61489581,"M1"
799,193610153,"M1"
800,59392425,"M1"
801,193085920,"M2"
802,58868192,"M2"
803,176308640,"il6"
804,42090912,"il6"
805,176832937,"M1"
806,42615209,"M1"
807,177881515,"M1"
808,43663787,"M1"
809,177357218,"il6"
810,43139490,"il6"
811,194134498,"M2"
812,59916770,"M2"
813,194658731,"M1"
814,60441003,"M1"
815,196755887,"M1"
816,62538159,"M1"
817,196231654,"M2"
818,62013926,"M2"
819,179454374,"il6"
820,45236646,"il6"
821,179978671,"M1"
822,45760943,"M1"
823,12058799,"M1"
824,45613231,"M1"
825,11534502,"M0"
826,45088934,"M0"
827,28311782,"M2"
828,61866214,"M2"
829,28836015,"M1"
830,62390447,"M1"
831,26738859,"M1"
832,60293291,"M1"
833,26214626,"M2"
834,59769058,"M2"
835,9437346,"M0"
836,42991778,"M0"
837,9961643,"M1"
838,43516075,"M1"
839,8913065,"M1"
840,42467497,"M1"
841,8388768,"M0"
842,41943200,"M0"
843,25166048,"M2"
844,58720480,"M2"
845,25690281,"M1"
846,59244713,"M1"
847,27787437,"M1"
848,61341869,"M1"
849,27263204,"M2"
850,60817636,"M2"
851,10485924,"M0"
852,44040356,"M0"
853,11010221,"M1"
854,44564653,"M1"
855,15204413,"M1"
856,48758845,"M1"
857,6815805,"M1"
858,40370237,"M1"
859,23593021,"M1"
860,57147453,"M1"
861,31981629,"M1"
862,65536061,"M1"
863,300679229,"M1"
864,334233661,"M1"
865,292290621,"M1"
866,325845053,"M1"
867,275513405,"M1"
868,309067837,"M1"
869,283902013,"M1"
870,317456445,"M1"
871,281804857,"M1"
872,315359289,"M1"
873,298582073,"M1"
874,332136505,"M1"
875,29884473,"M1"
876,63438905,"M1"
877,13107257,"M1"
878,46661689,"M1"
879,14155835,"M1"
880,47710267,"M1"
881,30933051,"M1"
882,64487483,"M1"
883,299630651,"M1"
884,333185083,"M1"
885,282853435,"M1"
886,316407867,"M1"
887,284950591,"M1"
888,318505023,"M1"
889,276561983,"M1"
890,310116415,"M1"
891,293339199,"M1"
892,326893631,"M1"
893,301727807,"M1"
894,335282239,"M1"
895,33030207,"M1"
896,66584639,"M1"
897,24641599,"M1"
898,58196031,"M1"
899,7864383,"M1"
900,41418815,"M1"
901,16252991,"M1"
902,49807423,"M1"
903,184172863,"M1"
904,49955135,"M1"
905,175784255,"M1"
906,41566527,"M1"
907,192561471,"M1"
908,58343743,"M1"
909,200950079,"M1"
910,66732351,"M1"
911,469647679,"M1"
912,335429951,"M1"
913,461259071,"M1"
914,327041343,"M1"
915,444481855,"M1"
916,310264127,"M1"
917,452870463,"M1"
918,318652735,"M1"
919,450773307,"M1"
920,316555579,"M1"
921,467550523,"M1"
922,333332795,"M1"
923,198852923,"M1"
924,64635195,"M1"
925,182075707,"M1"
926,47857979,"M1"
927,181027129,"M1"
928,46809401,"M1"
929,197804345,"M1"
930,63586617,"M1"
931,466501945,"M1"
932,332284217,"M1"
933,449724729,"M1"
934,315507001,"M1"
935,443433277,"M1"
936,309215549,"M1"
937,451821885,"M1"
938,317604157,"M1"
939,468599101,"M1"
940,334381373,"M1"
941,460210493,"M1"
942,325992765,"M1"
943,191512893,"M1"
944,57295165,"M1"
945,199901501,"M1"
946,65683773,"M1"
947,183124285,"M1"
948,48906557,"M1"
949,174735677,"M1"
950,40517949,"M1"
951,170017060,"il6"
952,35799332,"il6"
953,170541357,"M1"
954,36323629,"M1"
955,187318573,"M1"
956,53100845,"M1"
957,186794276,"il6"
958,52576548,"il6"
959,187842854,"il6"
960,53625126,"il6"
961,188367151,"M1"
962,54149423,"M1"
963,171589935,"M1"
964,37372207,"M1"
965,171065638,"il6"
966,36847910,"il6"
967,36700198,"M0"
968,3145766,"M0"
969,37224495,"M1"
970,3670063,"M1"
971,54001711,"M1"
972,20447279,"M1"
973,53477414,"M0"
974,19922982,"M0"
975,52428836,"M0"
976,18874404,"M0"
977,52953133,"M1"
978,19398701,"M1"
979,36175917,"M1"
980,2621485,"M1"
981,35651620,"M0"
982,2097188,"M0"
983,12847152,"M2"
984,46401584,"M2"
985,13895730,"M2"
986,47450162,"M2"
987,24381494,"M2"
988,57935926,"M2"
989,7604278,"M2"
990,41158710,"M2"
991,15992886,"M2"
992,49547318,"M2"
993,284428342,"M2"
994,317982774,"M2"
995,276039734,"M2"
996,309594166,"M2"
997,292816950,"M2"
998,326371382,"M2"
999,460736822,"M2b"
1000,326519094,"M2b"
1001,443959606,"M2b"
1002,309741878,"M2b"
1003,452348214,"M2b"
1004,318130486,"M2b"
1005,450251058,"M2b"
1006,316033330,"M2b"
1007,282331186,"M2"
1008,315885618,"M2"
1009,281282608,"M2"
1010,314837040,"M2"
1011,449202480,"M2b"
1012,314984752,"M2b"
1013,451299636,"M2b"
1014,317081908,"M2b"
1015,459688244,"M2b"
1016,325470516,"M2b"
1017,442911028,"M2b"
1018,308693300,"M2b"
1019,308545588,"M2"
1020,40110132,"M2"
1021,274991156,"M2"
1022,6555700,"M2"
1023,291768372,"M2"
1024,23332916,"M2"
1025,325322804,"M2"
1026,56887348,"M2"
1027,333711412,"M2"
1028,65275956,"M2"
1029,300156980,"M2"
1030,31721524,"M2"
1031,283379764,"M2"
1032,14944308,"M2"
1033,316934196,"M2"
1034,48498740,"M2"
1035,385105428,"M2"
1036,116669972,"M2"
1037,351550996,"M2"
1038,83115540,"M2"
1039,368328212,"M2"
1040,99892756,"M2"
1041,401882644,"M2"
1042,133447188,"M2"
1043,393494036,"M2"
1044,125058580,"M2"
1045,359939604,"M2"
1046,91504148,"M2"
1047,343162388,"M2"
1048,74726932,"M2"
1049,376716820,"M2"
1050,108281364,"M2"
1051,375668244,"M2"
1052,107232788,"M2"
1053,342113812,"M2"
1054,73678356,"M2"
1055,358891028,"M2"
1056,90455572,"M2"
1057,392445460,"M2"
1058,124010004,"M2"
1059,400834068,"M2"
1060,132398612,"M2"
1061,367279636,"M2"
1062,98844180,"M2"
1063,350502420,"M2"
1064,82066964,"M2"
1065,384056852,"M2"
1066,115621396,"M2"
1067,384581140,"M2"
1068,116145684,"M2"
1069,351026708,"M2"
1070,82591252,"M2"
1071,367803924,"M2"
1072,99368468,"M2"
1073,401358356,"M2"
1074,132922900,"M2"
1075,392969748,"M2"
1076,124534292,"M2"
1077,359415316,"M2"
1078,90979860,"M2"
1079,342638100,"M2"
1080,74202644,"M2"
1081,376192532,"M2"
1082,107757076,"M2"
1083,377241108,"M2"
1084,108805652,"M2"
1085,343686676,"M2"
1086,75251220,"M2"
1087,360463892,"M2"
1088,92028436,"M2"
1089,394018324,"M2"
1090,125582868,"M2"
1091,402406932,"M2"
1092,133971476,"M2"
1093,368852500,"M2"
1094,100417044,"M2"
1095,352075284,"M2"
1096,83639828,"M2"
1097,385629716,"M2"
1098,117194260,"M2"
1099,519994900,"M2"
1100,251559444,"M2"
1101,536772116,"M2"
1102,268336660,"M2"
1103,528383508,"M2"
1104,259948052,"M2"
1105,511606292,"M2"
1106,243170836,"M2"
1107,510557716,"M2"
1108,242122260,"M2"
1109,527334932,"M2"
1110,258899476,"M2"
1111,535723540,"M2"
1112,267288084,"M2"
1113,518946324,"M2"
1114,250510868,"M2"
1115,518422036,"M2"
1116,249986580,"M2"
1117,535199252,"M2"
1118,266763796,"M2"
1119,526810644,"M2"
1120,258375188,"M2"
1121,510033428,"M2"
1122,241597972,"M2"
1123,511082004,"M2"
1124,242646548,"M2"
1125,527859220,"M2"
1126,259423764,"M2"
1127,536247828,"M2"
1128,267812372,"M2"
1129,519470612,"M2"
1130,251035156,"M2"
1131,517373456,"M2"
1132,248938000,"M2"
1133,534150672,"M2"
1134,265715216,"M2"
1135,533102096,"M2"
1136,264666640,"M2"
1137,516324880,"M2"
1138,247889424,"M2"
1139,516849168,"M2"
1140,248413712,"M2"
1141,533626384,"M2"
1142,265190928,"M2"
1143,534674960,"M2"
1144,266239504,"M2"
1145,517897744,"M2"
1146,249462288,"M2"
1147,349978128,"M2"
1148,81542672,"M2"
1149,383532560,"M2"
1150,115097104,"M2"
1151,400309776,"M2"
1152,131874320,"M2"
1153,366755344,"M2"
1154,98319888,"M2"
1155,365706768,"M2"
1156,97271312,"M2"
1157,399261200,"M2"
1158,130825744,"M2"
1159,382483984,"M2"
1160,114048528,"M2"
1161,348929552,"M2"
1162,80494096,"M2"
1163,348405264,"M2"
1164,79969808,"M2"
1165,381959696,"M2"
1166,113524240,"M2"
1167,398736912,"M2"
1168,130301456,"M2"
1169,365182480,"M2"
1170,96747024,"M2"
1171,366231056,"M2"
1172,97795600,"M2"
1173,399785488,"M2"
1174,131350032,"M2"
1175,383008272,"M2"
1176,114572816,"M2"
1177,349453840,"M2"
1178,81018384,"M2"
1179,341163520,"M2a"
1180,72728064,"M2a"
1181,475381248,"M2a"
1182,206945792,"M2a"
1183,492158464,"M2a"
1184,223723008,"M2a"
1185,357940736,"M2a"
1186,89505280,"M2a"
1187,353746432,"M2a"
1188,85310976,"M2a"
1189,487964160,"M2a"
1190,219528704,"M2a"
1191,471186944,"M2a"
1192,202751488,"M2a"
1193,336969216,"M2a"
1194,68533760,"M2a"
1195,335920640,"M2a"
1196,67485184,"M2a"
1197,470138368,"M2a"
1198,201702912,"M2a"
1199,486915584,"M2a"
1200,218480128,"M2a"
1201,352697856,"M2a"
1202,84262400,"M2a"
1203,356892160,"M2a"
1204,88456704,"M2a"
1205,491109888,"M2a"
1206,222674432,"M2a"
1207,474332672,"M2a"
1208,205897216,"M2a"
1209,340114944,"M2a"
1210,71679488,"M2a"
1211,340639232,"M2a"
1212,72203776,"M2a"
1213,474856960,"M2a"
1214,206421504,"M2a"
1215,491634176,"M2a"
1216,223198720,"M2a"
1217,357416448,"M2a"
1218,88980992,"M2a"
1219,353222144,"M2a"
1220,84786688,"M2a"
1221,487439872,"M2a"
1222,219004416,"M2a"
